allele,gene_family,whitelisted_taxa,product_name,scope,type,subtype,class,subclass,refseq_protein_accession,refseq_nucleotide_accession,curated_refseq_start,genbank_protein_accession,genbank_nucleotide_accession,genbank_strand,genbank_start,genbank_stop,refseq_strand,refseq_start,refseq_stop,pubmed_reference,blacklisted_taxa,synonyms,hierarchy_node,db_version,refseq_parent_taxon,refseq_protein,refseq_parent_taxon2,refseq_gene,refseq_protein2,refseq_genome,refseq_organism,refseq_tax_id,genbank_organism,genbank_strain,genbank_organism2,genbank_strain2,genbank_tax_id,strain,parent_taxon
,dfrA18,,trimethoprim-resistant dihydrofolate reductase DfrA18,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,WP_001031075.1,NG_047673.1,No,AAK64581.1,AY034138.1,-,7413,7967,+,101.0,655.0,11600347,,dfr18,dfrA18,2024-01-31.1,Vibrio cholerae,trimethoprim-resistant dihydrofolate reductase DfrA18,Vibrio cholerae,Vibrio cholerae MO10 dfrA18,trimethoprim-resistant dihydrofolate reductase DfrA18,,Vibrio cholerae MO10,taxon:345072,Vibrio cholerae MO10,MO10,Vibrio cholerae MO10,MO10,taxon:345072,Vibrio cholerae MO10,http://www.wikidata.org/entity/Q160821
,dfrA40,,trimethoprim-resistant dihydrofolate reductase DfrA40,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,WP_034702334.1,NG_148594.1,No,EXA67873.1,JEVW01000010.1,+,1845,2357,+,101.0,613.0,,,,dfrA40,2024-01-31.1,Acinetobacter,trimethoprim-resistant dihydrofolate reductase DfrA40,Acinetobacter,Acinetobacter baumannii 348935 dfrA40,trimethoprim-resistant dihydrofolate reductase DfrA40,,Acinetobacter baumannii 348935,taxon:1310605,Acinetobacter baumannii 348935,348935,Acinetobacter baumannii 348935,348935,taxon:1310605,Acinetobacter baumannii 348935,http://www.wikidata.org/entity/Q3241189
,erm(37),,23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(37),core,AMR,AMR,LINCOSAMIDE/MACROLIDE,AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN,WP_003900446.1,NG_047780.1,No,AHJ55183.1,CP002885.1,+,2222248,2222787,+,101.0,640.0,"14693532,16801446",,erm37,erm(37),2024-01-31.1,Mycobacterium,23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(37),Mycobacterium,Mycobacterium tuberculosis CCDC5180 erm(37),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(37),,Mycobacterium tuberculosis CCDC5180,taxon:443150,Mycobacterium tuberculosis CCDC5180,CCDC5180,Mycobacterium tuberculosis CCDC5180,CCDC5180,taxon:443150,Mycobacterium tuberculosis CCDC5180,http://www.wikidata.org/entity/Q130971
,erm(C),,23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C),core,AMR,AMR,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B/TYLOSIN,WP_011276921.1,NG_055985.1,No,BAE05991.1,AP006718.1,+,319,1053,+,101.0,835.0,,,,erm(C),2024-01-31.1,Staphylococcus haemolyticus,23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C),Staphylococcus haemolyticus,Staphylococcus haemolyticus JCSC1435 pSHaeB erm(C),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C),,Staphylococcus haemolyticus JCSC1435,taxon:279808,Staphylococcus haemolyticus JCSC1435,JCSC1435,Staphylococcus haemolyticus JCSC1435,JCSC1435,taxon:279808,Staphylococcus haemolyticus JCSC1435,http://www.wikidata.org/entity/Q3760144
,erm(C),,23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C),core,AMR,AMR,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B/TYLOSIN,WP_001003260.1,NG_055988.1,No,ABD22972.1,CP000258.1,+,7865,8599,+,101.0,835.0,16517273,,,erm(C),2024-01-31.1,Bacilli,23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C),Bacilli,Staphylococcus aureus subsp. aureus USA300_FPR3757 pUSA03 erm(C),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C),,Staphylococcus aureus subsp. aureus USA300_FPR3757,taxon:451515,Staphylococcus aureus subsp. aureus USA300_FPR3757,USA300_FPR3757,Staphylococcus aureus subsp. aureus USA300_FPR3757,USA300_FPR3757,taxon:451515,Staphylococcus aureus subsp. aureus USA300_FPR3757,http://www.wikidata.org/entity/Q188121
,erm(E),,23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(E),core,AMR,AMR,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,ERYTHROMYCIN/LINCOSAMIDE/STREPTOGRAMIN,WP_063844770.1,NG_047821.1,No,AAA26492.1,M11200.1,+,284,1396,+,101.0,1213.0,"2998943,3934045",,,erm(E),2024-01-31.1,Saccharopolyspora erythraea,23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(E),Saccharopolyspora erythraea,Saccharopolyspora erythraea NRRL 2338 NRRL2338 erm(E),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(E),,Saccharopolyspora erythraea NRRL 2338,taxon:405948,Saccharopolyspora erythraea NRRL 2338,NRRL 2338,Saccharopolyspora erythraea NRRL 2338,NRRL 2338,taxon:405948,Saccharopolyspora erythraea NRRL 2338,http://www.wikidata.org/entity/Q7396613
,estDL136,,chloramphenicol hydrolase,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,WP_011906899.1,NG_050583.1,No,ABP64512.1,CP000677.1,-,284245,285171,+,101.0,1027.0,,,,estDL136,2024-01-31.1,Novosphingobium aromaticivorans,chloramphenicol hydrolase,Novosphingobium aromaticivorans,Novosphingobium aromaticivorans DSM 12444 pNL2 estDL136,chloramphenicol hydrolase,,Novosphingobium aromaticivorans DSM 12444,taxon:279238,Novosphingobium aromaticivorans DSM 12444,DSM 12444,Novosphingobium aromaticivorans DSM 12444,DSM 12444,taxon:279238,Novosphingobium aromaticivorans DSM 12444,http://www.wikidata.org/entity/Q21304525
,floR,,chloramphenicol/florfenicol efflux MFS transporter FloR,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,WP_063845037.1,NG_047864.1,No,AAK64587.1,AY034138.1,+,12159,13373,+,101.0,1315.0,11600347,,,floR,2024-01-31.1,Vibrio cholerae,chloramphenicol/florfenicol efflux MFS transporter FloR,Vibrio cholerae,Vibrio cholerae MO10 floR,chloramphenicol/florfenicol efflux MFS transporter FloR,,Vibrio cholerae MO10,taxon:345072,Vibrio cholerae MO10,MO10,Vibrio cholerae MO10,MO10,taxon:345072,Vibrio cholerae MO10,http://www.wikidata.org/entity/Q160821
,fos,,Fos family putative thiol transferase,core,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,WP_010494170.1,NG_050598.1,Yes,,AFHW01000027.1,-,1293,1682,+,101.0,490.0,,,,fos_related,2024-01-31.1,Paenibacillus elgii,Fos family putative thiol transferase,Paenibacillus elgii,Paenibacillus elgii B69 fos,Fos family putative thiol transferase,,Paenibacillus elgii B69,taxon:1007103,,,Paenibacillus elgii B69,B69,taxon:1007103,Paenibacillus elgii B69,http://www.wikidata.org/entity/Q26269715
,fos,,fosfomycin resistance glutathione transferase FosLL,core,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,WP_000777201.1,NG_231529.1,No,AGH37025.1,CP003967.2,-,3419270,3419677,+,101.0,508.0,,,,fosLL,2024-01-31.1,Acinetobacter,fosfomycin resistance glutathione transferase FosLL,Acinetobacter,Acinetobacter baumannii D1279779 fos,fosfomycin resistance glutathione transferase FosLL,,Acinetobacter baumannii D1279779,taxon:945556,Acinetobacter baumannii D1279779,D1279779,Acinetobacter baumannii D1279779,D1279779,taxon:945556,Acinetobacter baumannii D1279779,http://www.wikidata.org/entity/Q3241189
,fosA,,FosA5 family fosfomycin resistance glutathione transferase,core,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,WP_004146118.1,NG_047881.1,No,EEW38810.1,ACZD01000244.1,-,16181,16600,+,101.0,520.0,,,,fosA5_fam,2024-01-31.1,Enterobacteriaceae,FosA5 family fosfomycin resistance glutathione transferase,Enterobacteriaceae,Klebsiella pneumoniae subsp. rhinoscleromatis ATCC 13884 fosA,FosA5 family fosfomycin resistance glutathione transferase,,Klebsiella pneumoniae subsp. rhinoscleromatis ATCC 13884,taxon:667127,Klebsiella pneumoniae subsp. rhinoscleromatis ATCC 13884,ATCC 13884,Klebsiella pneumoniae subsp. rhinoscleromatis ATCC 13884,ATCC 13884,taxon:667127,Klebsiella pneumoniae subsp. rhinoscleromatis ATCC 13884,http://www.wikidata.org/entity/Q132592
fosA7.2,fosA7,,fosfomycin resistance glutathione transferase FosA7.2,core,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,WP_000941935.1,NG_067228.1,No,CCR81773.1,CART01000043.1,-,154692,155114,+,101.0,523.0,,,,fosA7.2,2024-01-31.1,Salmonella,fosfomycin resistance glutathione transferase FosA7.2,Salmonella,Salmonella enterica subsp. enterica serovar Agona str. 54.O.08 fosA7,fosfomycin resistance glutathione transferase FosA7.2,,Salmonella enterica subsp. enterica serovar Agona str. 54.O.08,taxon:1265626,Salmonella enterica subsp. enterica serovar Agona str. 54.O.08,54.O.08,Salmonella enterica subsp. enterica serovar Agona str. 54.O.08,54.O.08,taxon:1265626,Salmonella enterica subsp. enterica serovar Agona str. 54.O.08,http://www.wikidata.org/entity/Q2264864
fosA7.6,fosA7,,fosfomycin resistance glutathione transferase FosA7.6,core,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,WP_061377147.1,NG_067232.1,No,APY61793.1,CP019410.1,+,4522805,4523227,+,101.0,523.0,,,,fosA7.6,2024-01-31.1,Salmonella,fosfomycin resistance glutathione transferase FosA7.6,Salmonella,Salmonella enterica subsp. enterica serovar Hillingdon str. N1529-D3 fosA7,fosfomycin resistance glutathione transferase FosA7.6,,Salmonella enterica subsp. enterica serovar Hillingdon str. N1529-D3,taxon:1242096,Salmonella enterica subsp. enterica serovar Hillingdon str. N1529-D3,N1529-D3,Salmonella enterica subsp. enterica serovar Hillingdon str. N1529-D3,N1529-D3,taxon:1242096,Salmonella enterica subsp. enterica serovar Hillingdon str. N1529-D3,http://www.wikidata.org/entity/Q2264864
,fosB,,FosB family fosfomycin resistance bacillithiol transferase,core,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,WP_002437790.1,NG_047889.1,No,EES57597.1,ACHE01000077.1,+,51380,51808,+,101.0,529.0,,,,fosB-Sepi,2024-01-31.1,Staphylococcus,FosB family fosfomycin resistance bacillithiol transferase,Staphylococcus,Staphylococcus epidermidis BCM-HMP0060 fosB,FosB family fosfomycin resistance bacillithiol transferase,,Staphylococcus epidermidis BCM-HMP0060,taxon:525374,Staphylococcus epidermidis BCM-HMP0060,BCM-HMP0060,Staphylococcus epidermidis BCM-HMP0060,BCM-HMP0060,taxon:525374,Staphylococcus epidermidis BCM-HMP0060,http://www.wikidata.org/entity/Q131915
,fosB,,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,core,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,WP_000920239.1,NG_065844.1,No,EHS19134.1,AHLO01000073.1,+,63139,63558,+,101.0,520.0,11244082,,,fosB-Saur,2024-01-31.1,Staphylococcus,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,Staphylococcus,Staphylococcus aureus subsp. aureus IS-88 fosB,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,,Staphylococcus aureus subsp. aureus IS-88,taxon:904778,Staphylococcus aureus subsp. aureus IS-88,IS-88,Staphylococcus aureus subsp. aureus IS-88,IS-88,taxon:904778,Staphylococcus aureus subsp. aureus IS-88,http://www.wikidata.org/entity/Q188121
fosBx1,fosB,,fosfomycin resistance bacillithiol transferase FosBx1,core,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,WP_000943763.1,NG_050591.1,No,ADH06626.1,CP001903.1,+,1933754,1934170,+,101.0,517.0,,,,fosBx1,2024-01-31.1,Bacillus,fosfomycin resistance bacillithiol transferase FosBx1,Bacillus,Bacillus thuringiensis BMB171 fosB,fosfomycin resistance bacillithiol transferase FosBx1,,Bacillus thuringiensis BMB171,taxon:714359,Bacillus thuringiensis BMB171,BMB171,Bacillus thuringiensis BMB171,BMB171,taxon:714359,Bacillus thuringiensis BMB171,http://www.wikidata.org/entity/Q310467
,fosX,,fosfomycin resistance hydrolase FosX,core,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,WP_010989789.1,NG_047899.1,No,CAC99780.1,AL591981.1,-,12499,12900,+,101.0,502.0,,,,fosX,2024-01-31.1,Listeria monocytogenes,fosfomycin resistance hydrolase FosX,Listeria monocytogenes,Listeria monocytogenes EGD-e fosX,fosfomycin resistance hydrolase FosX,,Listeria monocytogenes EGD-e,taxon:169963,Listeria monocytogenes EGD-e,EGD-e,Listeria monocytogenes EGD-e,EGD-e,taxon:169963,Listeria monocytogenes EGD-e,http://www.wikidata.org/entity/Q292015
,fusD,,FusD family fusidic acid resistance EF-G-binding protein,core,AMR,AMR,FUSIDIC ACID,FUSIDIC ACID,WP_011303797.1,NG_050585.1,No,BAE19310.1,AP008934.1,+,2223547,2224188,+,101.0,742.0,17325218,,,fusD,2024-01-31.1,Staphylococcus saprophyticus,FusD family fusidic acid resistance EF-G-binding protein,Staphylococcus saprophyticus,Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 fusD,FusD family fusidic acid resistance EF-G-binding protein,,Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292,taxon:342451,Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292,ATCC 15305,Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292,ATCC 15305,taxon:342451,Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292,http://www.wikidata.org/entity/Q1708986
,lnu(H),,lincosamide nucleotidyltransferase Lnu(H),core,AMR,AMR,LINCOSAMIDE,LINCOSAMIDE,WP_051021433.1,NG_081670.1,Yes,,CP004020.1,-,1861441,1862223,+,101.0,883.0,,,,lnu(H),2024-01-31.1,Bacteroidota,lincosamide nucleotidyltransferase Lnu(H),Bacteroidota,Riemerella anatipestifer RA-CH-2 lnu(H),lincosamide nucleotidyltransferase Lnu(H),,Riemerella anatipestifer RA-CH-2,taxon:1271752,,,Riemerella anatipestifer RA-CH-2,RA-CH-2,taxon:1271752,Riemerella anatipestifer RA-CH-2,http://www.wikidata.org/entity/Q2152245
,lsa(A),,ABC-F type ribosomal protection protein Lsa(A),core,AMR,AMR,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,WP_002387187.1,NG_047930.1,No,AAO82422.1,AE016830.1,-,2631164,2632660,+,101.0,1597.0,,,,lsa(A),2024-01-31.1,Enterococcus,ABC-F type ribosomal protection protein Lsa(A),Enterococcus,Enterococcus faecalis V583 lsa(A),ABC-F type ribosomal protection protein Lsa(A),,Enterococcus faecalis V583,taxon:226185,Enterococcus faecalis V583,V583,Enterococcus faecalis V583,V583,taxon:226185,Enterococcus faecalis V583,http://www.wikidata.org/entity/Q140014
,lsa(A),,ABC-F type ribosomal protection protein Lsa(A),core,AMR,AMR,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,WP_002365053.1,NG_047931.1,No,AAO43110.1,AY225127.1,+,41,1537,+,41.0,1537.0,,,,lsa(A),2024-01-31.1,Enterococcus,ABC-F type ribosomal protection protein Lsa(A),Enterococcus,Enterococcus faecalis ATCC 29212 lsa(A),ABC-F type ribosomal protection protein Lsa(A),,Enterococcus faecalis ATCC 29212,taxon:1201292,Enterococcus faecalis ATCC 29212,ATCC 29212,Enterococcus faecalis ATCC 29212,ATCC 29212,taxon:1201292,Enterococcus faecalis ATCC 29212,http://www.wikidata.org/entity/Q140014
,mecA,,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA,core,AMR,AMR,BETA-LACTAM,METHICILLIN,WP_000721310.1,NG_047938.1,No,BAB41256.1,BA000018.3,-,45031,47037,+,101.0,2107.0,11418146,,pbp2A,mecA,2024-01-31.1,Staphylococcus,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA,Staphylococcus,Staphylococcus aureus subsp. aureus N315 mecA,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA,,Staphylococcus aureus subsp. aureus N315,taxon:158879,Staphylococcus aureus subsp. aureus N315,N315,Staphylococcus aureus subsp. aureus N315,N315,taxon:158879,Staphylococcus aureus subsp. aureus N315,http://www.wikidata.org/entity/Q188121
,mecI,,mecA-type methicillin resistance repressor MecI,core,AMR,AMR,BETA-LACTAM,METHICILLIN,WP_000369216.1,NG_047956.1,No,ADL64127.1,CP002120.1,+,49003,49374,+,101.0,472.0,,,,mecI_of_mecA,2024-01-31.1,Staphylococcus aureus,mecA-type methicillin resistance repressor MecI,Staphylococcus aureus,Staphylococcus aureus subsp. aureus str. JKD6008 mecI,mecA-type methicillin resistance repressor MecI,,Staphylococcus aureus subsp. aureus str. JKD6008,taxon:546342,Staphylococcus aureus subsp. aureus str. JKD6008,JKD6008,Staphylococcus aureus subsp. aureus str. JKD6008,JKD6008,taxon:546342,Staphylococcus aureus subsp. aureus str. JKD6008,http://www.wikidata.org/entity/Q188121
,mecI,,mecC-type methicillin resistance repressor MecI,core,AMR,AMR,BETA-LACTAM,METHICILLIN,WP_000196386.1,NG_050586.1,No,CCC86797.1,FR821779.1,+,39530,39904,+,101.0,475.0,21641281,,,mecI_of_mecC,2024-01-31.1,Staphylococcus,mecC-type methicillin resistance repressor MecI,Staphylococcus,Staphylococcus aureus subsp. aureus LGA251 mecI,mecC-type methicillin resistance repressor MecI,,Staphylococcus aureus subsp. aureus LGA251,taxon:985006,Staphylococcus aureus subsp. aureus LGA251,LGA251,Staphylococcus aureus subsp. aureus LGA251,LGA251,taxon:985006,Staphylococcus aureus subsp. aureus LGA251,http://www.wikidata.org/entity/Q188121
,mecI,,mecA-type methicillin resistance repressor MecI,core,AMR,AMR,BETA-LACTAM,METHICILLIN,WP_000369214.1,NG_055650.1,No,EUK27095.1,JBTS01000004.1,-,162935,163306,+,101.0,472.0,24564530,,,mecI_of_mecA,2024-01-31.1,Staphylococcaceae,mecA-type methicillin resistance repressor MecI,Staphylococcaceae,Staphylococcus aureus M0039 mecI,mecA-type methicillin resistance repressor MecI,,Staphylococcus aureus M0039,taxon:1388012,Staphylococcus aureus M0039,M0039,Staphylococcus aureus M0039,M0039,taxon:1388012,Staphylococcus aureus M0039,http://www.wikidata.org/entity/Q188121
,mecR1,,beta-lactam sensor/signal transducer MecR1,core,AMR,AMR,BETA-LACTAM,METHICILLIN,WP_000952923.1,NG_051163.1,No,BAB56204.1,BA000017.4,+,47098,48855,+,101.0,1858.0,11418146,,,mecR1,2024-01-31.1,Staphylococcaceae,beta-lactam sensor/signal transducer MecR1,Staphylococcaceae,Staphylococcus aureus subsp. aureus Mu50 mecR1,beta-lactam sensor/signal transducer MecR1,,Staphylococcus aureus subsp. aureus Mu50,taxon:158878,Staphylococcus aureus subsp. aureus Mu50,Mu50,Staphylococcus aureus subsp. aureus Mu50,Mu50,taxon:158878,Staphylococcus aureus subsp. aureus Mu50,http://www.wikidata.org/entity/Q188121
,mef(A),,macrolide efflux MFS transporter Mef(A),core,AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN,WP_012102963.1,NG_047970.1,No,EDK34631.1,CP000673.1,-,2693792,2695018,+,101.0,1327.0,,,,mef(A),2024-01-31.1,Bacillota,macrolide efflux MFS transporter Mef(A),Bacillota,Clostridium kluyveri DSM 555 mef(A),macrolide efflux MFS transporter Mef(A),,Clostridium kluyveri DSM 555,taxon:431943,Clostridium kluyveri DSM 555,DSM 555,Clostridium kluyveri DSM 555,DSM 555,taxon:431943,Clostridium kluyveri DSM 555,http://www.wikidata.org/entity/Q1102548
,mef(A),,macrolide efflux MFS transporter Mef(A),core,AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN,WP_024127829.1,NG_047977.1,No,AHE40561.1,KF648874.1,-,65292,66509,+,101.0,1318.0,,,,mef(A),2024-01-31.1,Exiguobacterium sp. S3-2,macrolide efflux MFS transporter Mef(A),Exiguobacterium sp. S3-2,Exiguobacterium sp. S3-2 pMC1 mef(A),macrolide efflux MFS transporter Mef(A),,Exiguobacterium sp. S3-2,taxon:1389960,Exiguobacterium sp. S3-2,S3-2,Exiguobacterium sp. S3-2,S3-2,taxon:1389960,Exiguobacterium sp. S3-2,http://www.wikidata.org/entity/Q29565534
,mph(C),,Mph(C) family macrolide 2'-phosphotransferase,core,AMR,AMR,MACROLIDE,ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,WP_063853892.1,NG_047990.1,No,CAB96926.1,AJ251015.1,+,13,912,+,13.0,912.0,17302923,,,mph(C),2024-01-31.1,Stenotrophomonas maltophilia,Mph(C) family macrolide 2'-phosphotransferase,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia D457 mph(C),Mph(C) family macrolide 2'-phosphotransferase,,Stenotrophomonas maltophilia D457,taxon:1163399,Stenotrophomonas maltophilia D457,D457,Stenotrophomonas maltophilia D457,D457,taxon:1163399,Stenotrophomonas maltophilia D457,http://www.wikidata.org/entity/Q142705
,mphH,,macrolide 2'-phosphotransferase MphH,core,AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/TYLOSIN,WP_015776248.1,NG_065845.1,No,ACU86041.1,CP001643.1,+,2516713,2517609,+,101.0,997.0,29317655,,,mphH,2024-01-31.1,Brachybacterium faecium,macrolide 2'-phosphotransferase MphH,Brachybacterium faecium,Brachybacterium faecium DSM 4810 mphH,macrolide 2'-phosphotransferase MphH,,Brachybacterium faecium DSM 4810,taxon:446465,Brachybacterium faecium DSM 4810,DSM 4810,Brachybacterium faecium DSM 4810,DSM 4810,taxon:446465,Brachybacterium faecium DSM 4810,http://www.wikidata.org/entity/Q25840502
,mphL,,macrolide 2'-phosphotransferase MphL,core,AMR,AMR,MACROLIDE,MACROLIDE,WP_002047670.1,NG_055768.1,No,EEL41021.1,ACMJ01000036.1,-,72075,72986,+,101.0,1012.0,,,,mphL,2024-01-31.1,Bacillus cereus,macrolide 2'-phosphotransferase MphL,Bacillus cereus,Bacillus cereus Rock3-29 mphL,macrolide 2'-phosphotransferase MphL,,Bacillus cereus Rock3-29,taxon:526984,Bacillus cereus Rock3-29,Rock3-29,Bacillus cereus Rock3-29,Rock3-29,taxon:526984,Bacillus cereus Rock3-29,http://www.wikidata.org/entity/Q131307
,mphM,,macrolide 2'-phosphotransferase MphM,core,AMR,AMR,MACROLIDE,MACROLIDE,WP_016078774.1,NG_055771.1,No,EOO80837.1,AHEL01000071.1,-,3244,4143,+,101.0,1000.0,,,,mphM,2024-01-31.1,Bacillus cereus,macrolide 2'-phosphotransferase MphM,Bacillus cereus,Bacillus cereus K-5975c mphM,macrolide 2'-phosphotransferase MphM,,Bacillus cereus K-5975c,taxon:1053217,Bacillus cereus K-5975c,K-5975c,Bacillus cereus K-5975c,K-5975c,taxon:1053217,Bacillus cereus K-5975c,http://www.wikidata.org/entity/Q131307
,mphN,,macrolide 2'-phosphotransferase MphN,core,AMR,AMR,MACROLIDE,ERYTHROMYCIN,WP_024127776.1,NG_065848.1,No,AHE40505.1,KF648874.1,+,4290,5180,+,101.0,991.0,24362420,,,mphN,2024-01-31.1,Exiguobacterium sp. S3-2,macrolide 2'-phosphotransferase MphN,Exiguobacterium sp. S3-2,Exiguobacterium sp. S3-2 pMC1 mphN,macrolide 2'-phosphotransferase MphN,,Exiguobacterium sp. S3-2,taxon:1389960,Exiguobacterium sp. S3-2,S3-2,Exiguobacterium sp. S3-2,S3-2,taxon:1389960,Exiguobacterium sp. S3-2,http://www.wikidata.org/entity/Q29565534
,msr(A),,ABC-F type ribosomal protection protein Msr(A),core,AMR,AMR,MACROLIDE/STREPTOGRAMIN,ERYTHROMYCIN/STREPTOGRAMIN B,WP_000438874.1,NG_055998.1,No,ABX30724.1,CP000731.1,+,21544,23010,+,101.0,1567.0,17986343,,msrA,msr(A),2024-01-31.1,Staphylococcus,ABC-F type ribosomal protection protein Msr(A),Staphylococcus,Staphylococcus aureus subsp. aureus USA300_TCH1516 pUSA300HOUMR msr(A),ABC-F type ribosomal protection protein Msr(A),,Staphylococcus aureus subsp. aureus USA300_TCH1516,taxon:451516,Staphylococcus aureus subsp. aureus USA300_TCH1516,TCH1516,Staphylococcus aureus subsp. aureus USA300_TCH1516,TCH1516,taxon:451516,Staphylococcus aureus subsp. aureus USA300_TCH1516,http://www.wikidata.org/entity/Q188121
,msr(A),,ABC-F type ribosomal protection protein Msr(A),core,AMR,AMR,MACROLIDE/STREPTOGRAMIN,ERYTHROMYCIN/STREPTOGRAMIN B,WP_063854341.1,NG_048002.1,No,AAZ32816.1,DQ068450.1,+,344,1810,+,101.0,1567.0,,,msrA,msr(A),2024-01-31.1,Pseudomonas sp. 3U3-1,ABC-F type ribosomal protection protein Msr(A),Pseudomonas sp. 3U3-1,Pseudomonas sp. 3U3-1 msr(A),ABC-F type ribosomal protection protein Msr(A),,Pseudomonas sp. 3U3-1,taxon:338366,Pseudomonas sp. 3U3-1,3U3-1,Pseudomonas sp. 3U3-1,3U3-1,taxon:338366,Pseudomonas sp. 3U3-1,http://www.wikidata.org/entity/Q21365165
,qacG,,quaternary ammonium compound efflux SMR transporter QacG,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,WP_015740450.1,NG_051904.1,No,EUP58247.1,JBFF01000013.1,-,100,423,+,101.0,424.0,,,,qacG,2024-01-31.1,Staphylococcaceae,quaternary ammonium compound efflux SMR transporter QacG,Staphylococcaceae,Staphylococcus aureus KINW6061 qacG,quaternary ammonium compound efflux SMR transporter QacG,,Staphylococcus aureus KINW6061,taxon:1409735,Staphylococcus aureus KINW6061,KINW6061,Staphylococcus aureus KINW6061,KINW6061,taxon:1409735,Staphylococcus aureus KINW6061,http://www.wikidata.org/entity/Q188121
,qacZ,,quaternary ammonium compound efflux SMR transporter QacH,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,WP_010730188.1,NG_061384.1,No,AAO83011.1,AE016833.1,+,8712,9035,+,101.0,424.0,,,,qacZ,2024-01-31.1,Enterococcus,quaternary ammonium compound efflux SMR transporter QacH,Enterococcus,Enterococcus faecalis V583 pTEF1 qacZ,quaternary ammonium compound efflux SMR transporter QacH,,Enterococcus faecalis V583,taxon:226185,Enterococcus faecalis V583,V583,Enterococcus faecalis V583,V583,taxon:226185,Enterococcus faecalis V583,http://www.wikidata.org/entity/Q140014
,qnrAS,,QnrAS family quinolone resistance pentapeptide repeat protein,core,AMR,AMR,QUINOLONE,QUINOLONE,WP_012550237.1,NG_048053.1,No,CAQ79275.1,FM178379.1,-,1699484,1700140,+,101.0,757.0,,,,qnrAS,2024-01-31.1,Aliivibrio,QnrAS family quinolone resistance pentapeptide repeat protein,Aliivibrio,Aliivibrio salmonicida LFI1238 qnrAS,QnrAS family quinolone resistance pentapeptide repeat protein,,Aliivibrio salmonicida LFI1238,taxon:316275,Aliivibrio salmonicida LFI1238,LFI1238,Aliivibrio salmonicida LFI1238,LFI1238,taxon:316275,Aliivibrio salmonicida LFI1238,http://www.wikidata.org/entity/Q25834876
